season,plateNumber,qpcrDate,well,sample,assay,role,cq,copies
summer,twenty,2017-11-22,C1,192h-T11,crab-hex,Unknown,,
summer,twenty,2017-11-22,C1,192h-T11,shanny-fam,Unknown,33.0880039289,2.278965373
summer,twenty,2017-11-22,C2,192h-T13,crab-hex,Unknown,,
summer,twenty,2017-11-22,C2,192h-T13,shanny-fam,Unknown,35.1386325863,0.4713179111
summer,twenty,2017-11-22,C3,192h-T16,crab-hex,Unknown,33.621225259,3.5351125312
summer,twenty,2017-11-22,C3,192h-T16,shanny-fam,Unknown,31.7477142537,6.3837622608
summer,twenty,2017-11-22,C4,192h-T18,crab-hex,Unknown,,
summer,twenty,2017-11-22,C4,192h-T18,shanny-fam,Unknown,34.1253018082,1.0268953107
summer,twenty,2017-11-22,C5,,crab-hex,Standard,16.1866711263,1000000
summer,twenty,2017-11-22,C5,,shanny-fam,Standard,15.9617160645,1000000
summer,twenty,2017-11-22,C6,,crab-hex,Standard,22.3767997907,10000
summer,twenty,2017-11-22,C6,,shanny-fam,Standard,22.147347683,10000
summer,twenty,2017-11-22,C7,,crab-hex,Standard,28.6662278846,100
summer,twenty,2017-11-22,C7,,shanny-fam,Standard,28.5605013611,100
summer,twenty,2017-11-22,C8,,crab-hex,Standard,35.427683765,1
summer,twenty,2017-11-22,C8,,shanny-fam,Standard,33.4316949444,1
summer,twenty,2017-11-22,D1,192h-T12,crab-hex,Unknown,,
summer,twenty,2017-11-22,D1,192h-T12,shanny-fam,Unknown,,
summer,twenty,2017-11-22,D2,192h-T14,crab-hex,Unknown,,
summer,twenty,2017-11-22,D2,192h-T14,shanny-fam,Unknown,32.6031564374,3.3079720759
summer,twenty,2017-11-22,D3,192h-T17,crab-hex,Unknown,34.3815104699,2.0381567406
summer,twenty,2017-11-22,D3,192h-T17,shanny-fam,Unknown,31.336913293,8.7536026302
summer,twenty,2017-11-22,D4,192h-T20,crab-hex,Unknown,,
summer,twenty,2017-11-22,D4,192h-T20,shanny-fam,Unknown,32.210520584,4.4731052672
summer,twenty,2017-11-22,D5,,crab-hex,Standard,19.4763905668,100000
summer,twenty,2017-11-22,D5,,shanny-fam,Standard,19.218384833,100000
summer,twenty,2017-11-22,D6,,crab-hex,Standard,25.8197709353,1000
summer,twenty,2017-11-22,D6,,shanny-fam,Standard,25.3108672145,1000
summer,twenty,2017-11-22,D7,,crab-hex,Standard,32.6482771932,10
summer,twenty,2017-11-22,D7,,shanny-fam,Standard,31.2047007594,10
summer,twenty,2017-11-22,D8,,crab-hex,NTC,,
summer,twenty,2017-11-22,D8,,shanny-fam,NTC,,
summer,twenty,2017-11-22,E1,192h-T12,crab-hex,Unknown,,
summer,twenty,2017-11-22,E1,192h-T12,shanny-fam,Unknown,34.5050054823,0.7669996548
summer,twenty,2017-11-22,E2,192h-T14,crab-hex,Unknown,,
summer,twenty,2017-11-22,E2,192h-T14,shanny-fam,Unknown,32.8772806558,2.6795961105
summer,twenty,2017-11-22,E3,192h-T17,crab-hex,Unknown,34.908949132,1.3909749073
summer,twenty,2017-11-22,E3,192h-T17,shanny-fam,Unknown,33.142970435,2.1847006888
summer,twenty,2017-11-22,E4,192h-T20,crab-hex,Unknown,,
summer,twenty,2017-11-22,E4,192h-T20,shanny-fam,Unknown,31.6695321885,6.7790834231
summer,twenty,2017-11-22,E5,,crab-hex,Standard,19.4435302203,100000
summer,twenty,2017-11-22,E5,,shanny-fam,Standard,19.1916987309,100000
summer,twenty,2017-11-22,E6,,crab-hex,Standard,25.7770591174,1000
summer,twenty,2017-11-22,E6,,shanny-fam,Standard,25.3678204348,1000
summer,twenty,2017-11-22,E7,,crab-hex,Standard,32.1914653578,10
summer,twenty,2017-11-22,E7,,shanny-fam,Standard,30.812521446,10
summer,twenty,2017-11-22,E8,,crab-hex,NTC,,
summer,twenty,2017-11-22,E8,,shanny-fam,NTC,,
summer,twenty,2017-11-22,F1,192h-T12,crab-hex,Unknown,,
summer,twenty,2017-11-22,F1,192h-T12,shanny-fam,Unknown,,
summer,twenty,2017-11-22,F2,192h-T14,crab-hex,Unknown,,
summer,twenty,2017-11-22,F2,192h-T14,shanny-fam,Unknown,32.7355457666,2.9879628082
summer,twenty,2017-11-22,F3,192h-T17,crab-hex,Unknown,,
summer,twenty,2017-11-22,F3,192h-T17,shanny-fam,Unknown,32.0550834568,5.0406699997
summer,twenty,2017-11-22,F4,192h-T20,crab-hex,Unknown,34.56817327,1.7804032921
summer,twenty,2017-11-22,F4,192h-T20,shanny-fam,Unknown,33.5409523422,1.6090159427
summer,twenty,2017-11-22,F5,,crab-hex,Standard,19.7822172267,100000
summer,twenty,2017-11-22,F5,,shanny-fam,Standard,19.3874336003,100000
summer,twenty,2017-11-22,F6,,crab-hex,Standard,25.9477804982,1000
summer,twenty,2017-11-22,F6,,shanny-fam,Standard,25.2180433096,1000
summer,twenty,2017-11-22,F7,,crab-hex,Standard,31.7153341777,10
summer,twenty,2017-11-22,F7,,shanny-fam,Standard,31.4615553322,10
summer,twenty,2017-11-22,F8,,crab-hex,NTC,,
summer,twenty,2017-11-22,F8,,shanny-fam,NTC,,
summer,twentyone,2017-11-22,A1,192h-T21,crab-hex,Unknown,,
summer,twentyone,2017-11-22,A1,192h-T21,shanny-fam,Unknown,33.5955404756,2.1669534751
summer,twentyone,2017-11-22,A2,192h-T23,crab-hex,Unknown,,
summer,twentyone,2017-11-22,A2,192h-T23,shanny-fam,Unknown,34.4100680095,1.1851165443
summer,twentyone,2017-11-22,A3,192h-T4,crab-hex,Unknown,35.1682091683,0.4648987416
summer,twentyone,2017-11-22,A3,192h-T4,shanny-fam,Unknown,30.9914970637,14.9192244128
summer,twentyone,2017-11-22,A4,192h-T1,crab-hex,Unknown,,
summer,twentyone,2017-11-22,A4,192h-T1,shanny-fam,Unknown,33.1768363623,2.9551190548
summer,twentyone,2017-11-22,A5,,crab-hex,Standard,16.0589517599,1000000
summer,twentyone,2017-11-22,A5,,shanny-fam,Standard,15.9159948628,1000000
summer,twentyone,2017-11-22,A6,,crab-hex,Standard,22.1216809319,10000
summer,twentyone,2017-11-22,A6,,shanny-fam,Standard,22.122704674,10000
summer,twentyone,2017-11-22,A7,,crab-hex,Standard,28.5105592037,100
summer,twentyone,2017-11-22,A7,,shanny-fam,Standard,28.7034828329,100
summer,twentyone,2017-11-22,A8,,crab-hex,Standard,,1
summer,twentyone,2017-11-22,A8,,shanny-fam,Standard,,1
summer,twentyone,2017-11-22,B1,192h-T21,crab-hex,Unknown,,
summer,twentyone,2017-11-22,B1,192h-T21,shanny-fam,Unknown,33.8120981421,1.845730794
summer,twentyone,2017-11-22,B2,192h-T23,crab-hex,Unknown,34.4182733321,0.8256090778
summer,twentyone,2017-11-22,B2,192h-T23,shanny-fam,Unknown,35.477511165,0.5373936072
summer,twentyone,2017-11-22,B3,192h-T4,crab-hex,Unknown,33.4501080558,1.7328860369
summer,twentyone,2017-11-22,B3,192h-T4,shanny-fam,Unknown,31.1574035876,13.1935877977
summer,twentyone,2017-11-22,B4,192h-T1,crab-hex,Unknown,33.3739994554,1.8368870276
summer,twentyone,2017-11-22,B4,192h-T1,shanny-fam,Unknown,32.245768021,5.8906410297
summer,twentyone,2017-11-22,B5,,crab-hex,Standard,16.0569313762,1000000
summer,twentyone,2017-11-22,B5,,shanny-fam,Standard,16.0779671284,1000000
summer,twentyone,2017-11-22,B6,,crab-hex,Standard,22.1158425673,10000
summer,twentyone,2017-11-22,B6,,shanny-fam,Standard,22.1113989966,10000
summer,twentyone,2017-11-22,B7,,crab-hex,Standard,28.2708284517,100
summer,twentyone,2017-11-22,B7,,shanny-fam,Standard,28.5036193315,100
summer,twentyone,2017-11-22,B8,,crab-hex,Standard,33.6763996817,1
summer,twentyone,2017-11-22,B8,,shanny-fam,Standard,,1
summer,twentyone,2017-11-22,C1,192h-T21,crab-hex,Unknown,,
summer,twentyone,2017-11-22,C1,192h-T21,shanny-fam,Unknown,35.3242275274,0.6020245417
summer,twentyone,2017-11-22,C2,192h-T23,crab-hex,Unknown,,
summer,twentyone,2017-11-22,C2,192h-T23,shanny-fam,Unknown,34.4911446261,1.1160232361
summer,twentyone,2017-11-22,C3,192h-T4,crab-hex,Unknown,33.290301948,1.9584786212
summer,twentyone,2017-11-22,C3,192h-T4,shanny-fam,Unknown,31.2204602767,12.5913795491
summer,twentyone,2017-11-22,C4,192h-T1,crab-hex,Unknown,,
summer,twentyone,2017-11-22,C4,192h-T1,shanny-fam,Unknown,35.3273780587,0.600620923
summer,twentyone,2017-11-22,C5,,crab-hex,Standard,15.7964546532,1000000
summer,twentyone,2017-11-22,C5,,shanny-fam,Standard,15.9120409103,1000000
summer,twentyone,2017-11-22,C6,,crab-hex,Standard,21.9778333502,10000
summer,twentyone,2017-11-22,C6,,shanny-fam,Standard,22.0708411713,10000
summer,twentyone,2017-11-22,C7,,crab-hex,Standard,28.3828973233,100
summer,twentyone,2017-11-22,C7,,shanny-fam,Standard,28.4431376219,100
summer,twentyone,2017-11-22,C8,,crab-hex,Standard,33.1520127464,1
summer,twentyone,2017-11-22,C8,,shanny-fam,Standard,34.0879416385,1
summer,twentyone,2017-11-22,D1,192h-T22,crab-hex,Unknown,,
summer,twentyone,2017-11-22,D1,192h-T22,shanny-fam,Unknown,32.4579810667,5.0336067926
summer,twentyone,2017-11-22,D2,192h-T24,crab-hex,Unknown,33.8733313173,1.2531788004
summer,twentyone,2017-11-22,D2,192h-T24,shanny-fam,Unknown,34.2063682763,1.378177084
summer,twentyone,2017-11-22,D3,192h-T9,crab-hex,Unknown,,
summer,twentyone,2017-11-22,D3,192h-T9,shanny-fam,Unknown,33.2963909034,2.7046197241
summer,twentyone,2017-11-22,D4,192h-T2,crab-hex,Unknown,,
summer,twentyone,2017-11-22,D4,192h-T2,shanny-fam,Unknown,32.2156584018,6.0235269301
summer,twentyone,2017-11-22,D5,,crab-hex,Standard,19.1518032371,100000
summer,twentyone,2017-11-22,D5,,shanny-fam,Standard,19.0876132602,100000
summer,twentyone,2017-11-22,D6,,crab-hex,Standard,25.4149187105,1000
summer,twentyone,2017-11-22,D6,,shanny-fam,Standard,25.3986733796,1000
summer,twentyone,2017-11-22,D7,,crab-hex,Standard,31.0982635984,10
summer,twentyone,2017-11-22,D7,,shanny-fam,Standard,31.680246079,10
summer,twentyone,2017-11-22,D8,,crab-hex,NTC,,
summer,twentyone,2017-11-22,D8,,shanny-fam,NTC,,
summer,twentyone,2017-11-22,E1,192h-T22,crab-hex,Unknown,33.7773948536,1.3487141045
summer,twentyone,2017-11-22,E1,192h-T22,shanny-fam,Unknown,31.1448281725,13.3170880705
summer,twentyone,2017-11-22,E2,192h-T24,crab-hex,Unknown,,
summer,twentyone,2017-11-22,E2,192h-T24,shanny-fam,Unknown,34.2105287997,1.3739353665
summer,twentyone,2017-11-22,E3,192h-T9,crab-hex,Unknown,,
summer,twentyone,2017-11-22,E3,192h-T9,shanny-fam,Unknown,31.1900458653,12.8783340442
summer,twentyone,2017-11-22,E4,192h-T2,crab-hex,Unknown,,
summer,twentyone,2017-11-22,E4,192h-T2,shanny-fam,Unknown,35.3543135569,0.5887534809
summer,twentyone,2017-11-22,E5,,crab-hex,Standard,19.0848019207,100000
summer,twentyone,2017-11-22,E5,,shanny-fam,Standard,19.1560248831,100000
summer,twentyone,2017-11-22,E6,,crab-hex,Standard,24.9631754916,1000
summer,twentyone,2017-11-22,E6,,shanny-fam,Standard,25.5364651367,1000
summer,twentyone,2017-11-22,E7,,crab-hex,Standard,31.9556918058,10
summer,twentyone,2017-11-22,E7,,shanny-fam,Standard,31.9510024068,10
summer,twentyone,2017-11-22,E8,,crab-hex,NTC,,
summer,twentyone,2017-11-22,E8,,shanny-fam,NTC,,
summer,twentyone,2017-11-22,F1,192h-T22,crab-hex,Unknown,,
summer,twentyone,2017-11-22,F1,192h-T22,shanny-fam,Unknown,31.1862456886,12.914644603
summer,twentyone,2017-11-22,F2,192h-T24,crab-hex,Unknown,,
summer,twentyone,2017-11-22,F2,192h-T24,shanny-fam,Unknown,35.0054837471,0.7623872066
summer,twentyone,2017-11-22,F3,192h-T9,crab-hex,Unknown,34.7632710528,0.633919338
summer,twentyone,2017-11-22,F3,192h-T9,shanny-fam,Unknown,31.307387487,11.8060049267
summer,twentyone,2017-11-22,F4,192h-T2,crab-hex,Unknown,,
summer,twentyone,2017-11-22,F4,192h-T2,shanny-fam,Unknown,31.7050227981,8.7933998502
summer,twentyone,2017-11-22,F5,,crab-hex,Standard,19.3284120755,100000
summer,twentyone,2017-11-22,F5,,shanny-fam,Standard,19.1150891262,100000
summer,twentyone,2017-11-22,F6,,crab-hex,Standard,25.122321427,1000
summer,twentyone,2017-11-22,F6,,shanny-fam,Standard,25.0860183176,1000
summer,twentyone,2017-11-22,F7,,crab-hex,Standard,31.6946159337,10
summer,twentyone,2017-11-22,F7,,shanny-fam,Standard,31.3930208075,10
summer,twentyone,2017-11-22,F8,,crab-hex,NTC,,
summer,twentyone,2017-11-22,F8,,shanny-fam,NTC,,
winter,one,2017-11-23,A1,192h-T1,crab-hex,Unknown,34.2188555128,1.6048922346
winter,one,2017-11-23,A1,192h-T1,shanny-fam,Unknown,34.6835253295,1.5964018542
winter,one,2017-11-23,A2,192h-T3,crab-hex,Unknown,33.9837348281,1.9089856563
winter,one,2017-11-23,A2,192h-T3,shanny-fam,Unknown,35.8049943866,0.7055079819
winter,one,2017-11-23,A3,192h-T5,crab-hex,Unknown,34.3650663144,1.4407377458
winter,one,2017-11-23,A3,192h-T5,shanny-fam,Unknown,30.0827887135,45.501477659
winter,one,2017-11-23,A4,192h-T7,crab-hex,Unknown,,
winter,one,2017-11-23,A4,192h-T7,shanny-fam,Unknown,33.6648171663,3.3518656993
winter,one,2017-11-23,A5,,crab-hex,Standard,15.8254151005,1000000
winter,one,2017-11-23,A5,,shanny-fam,Standard,16.0684286516,1000000
winter,one,2017-11-23,A6,,crab-hex,Standard,22.2753524845,10000
winter,one,2017-11-23,A6,,shanny-fam,Standard,22.2917339286,10000
winter,one,2017-11-23,A7,,crab-hex,Standard,29.0162409904,100
winter,one,2017-11-23,A7,,shanny-fam,Standard,28.9255217614,100
winter,one,2017-11-23,A8,,crab-hex,Standard,34.3067706189,1
winter,one,2017-11-23,A8,,shanny-fam,Standard,35.0235574179,1
winter,one,2017-11-23,B1,192h-T1,crab-hex,Unknown,33.7727369481,2.2306325397
winter,one,2017-11-23,B1,192h-T1,shanny-fam,Unknown,31.427172688,17.0959482906
winter,one,2017-11-23,B2,192h-T3,crab-hex,Unknown,34.6291884252,1.1855861372
winter,one,2017-11-23,B2,192h-T3,shanny-fam,Unknown,32.5226613089,7.6996086838
winter,one,2017-11-23,B3,192h-T5,crab-hex,Unknown,,
winter,one,2017-11-23,B3,192h-T5,shanny-fam,Unknown,30.0996984583,44.9446662878
winter,one,2017-11-23,B4,192h-T7,crab-hex,Unknown,,
winter,one,2017-11-23,B4,192h-T7,shanny-fam,Unknown,32.4499930825,8.1179880154
winter,one,2017-11-23,B5,,crab-hex,Standard,16.1608135334,1000000
winter,one,2017-11-23,B5,,shanny-fam,Standard,16.4148392128,1000000
winter,one,2017-11-23,B6,,crab-hex,Standard,22.2195637478,10000
winter,one,2017-11-23,B6,,shanny-fam,Standard,22.6389793488,10000
winter,one,2017-11-23,B7,,crab-hex,Standard,28.5886992042,100
winter,one,2017-11-23,B7,,shanny-fam,Standard,29.3881061693,100
winter,one,2017-11-23,B8,,crab-hex,Standard,35.3096379119,1
winter,one,2017-11-23,B8,,shanny-fam,Standard,,1
winter,one,2017-11-23,C1,192h-T1,crab-hex,Unknown,32.7493817004,4.7469651738
winter,one,2017-11-23,C1,192h-T1,shanny-fam,Unknown,32.1799753505,9.8817909811
winter,one,2017-11-23,C2,192h-T3,crab-hex,Unknown,,
winter,one,2017-11-23,C2,192h-T3,shanny-fam,Unknown,32.5574379555,7.5070842975
winter,one,2017-11-23,C3,192h-T5,crab-hex,Unknown,31.7570574168,9.8732140661
winter,one,2017-11-23,C3,192h-T5,shanny-fam,Unknown,30.1786559051,42.4335706945
winter,one,2017-11-23,C4,192h-T7,crab-hex,Unknown,34.2905635374,1.5221703836
winter,one,2017-11-23,C4,192h-T7,shanny-fam,Unknown,35.1958598276,1.0993286302
winter,one,2017-11-23,C5,,crab-hex,Standard,16.1666877041,1000000
winter,one,2017-11-23,C5,,shanny-fam,Standard,16.4454997489,1000000
winter,one,2017-11-23,C6,,crab-hex,Standard,22.0203739921,10000
winter,one,2017-11-23,C6,,shanny-fam,Standard,22.4690626883,10000
winter,one,2017-11-23,C7,,crab-hex,Standard,28.4653415271,100
winter,one,2017-11-23,C7,,shanny-fam,Standard,29.2670460755,100
winter,one,2017-11-23,C8,,crab-hex,Standard,,1
winter,one,2017-11-23,C8,,shanny-fam,Standard,35.072377856,1
winter,one,2017-11-23,D1,192h-T2,crab-hex,Unknown,,
winter,one,2017-11-23,D1,192h-T2,shanny-fam,Unknown,,
winter,one,2017-11-23,D2,192h-T4,crab-hex,Unknown,30.9589280125,17.7934883509
winter,one,2017-11-23,D2,192h-T4,shanny-fam,Unknown,28.95153326,103.695647651
winter,one,2017-11-23,D3,192h-T6,crab-hex,Unknown,,
winter,one,2017-11-23,D3,192h-T6,shanny-fam,Unknown,33.7279760402,3.2012086647
winter,one,2017-11-23,D4,192h-T8,crab-hex,Unknown,33.1933876257,3.4206685472
winter,one,2017-11-23,D4,192h-T8,shanny-fam,Unknown,33.2149338309,4.6510656222
winter,one,2017-11-23,D5,,crab-hex,Standard,19.3774423306,100000
winter,one,2017-11-23,D5,,shanny-fam,Standard,19.5772703404,100000
winter,one,2017-11-23,D6,,crab-hex,Standard,25.5878902614,1000
winter,one,2017-11-23,D6,,shanny-fam,Standard,25.6897805069,1000
winter,one,2017-11-23,D7,,crab-hex,Standard,31.5224913881,10
winter,one,2017-11-23,D7,,shanny-fam,Standard,31.7490683625,10
winter,one,2017-11-23,D8,,crab-hex,NTC,,
winter,one,2017-11-23,D8,,shanny-fam,NTC,,
winter,one,2017-11-23,E1,192h-T2,crab-hex,Unknown,,
winter,one,2017-11-23,E1,192h-T2,shanny-fam,Unknown,,
winter,one,2017-11-23,E2,192h-T4,crab-hex,Unknown,31.6169382606,10.948814717
winter,one,2017-11-23,E2,192h-T4,shanny-fam,Unknown,29.657004856,62.0398045085
winter,one,2017-11-23,E3,192h-T6,crab-hex,Unknown,,
winter,one,2017-11-23,E3,192h-T6,shanny-fam,Unknown,34.8057134653,1.4605044108
winter,one,2017-11-23,E4,192h-T8,crab-hex,Unknown,,
winter,one,2017-11-23,E4,192h-T8,shanny-fam,Unknown,34.4541387552,1.8866040303
winter,one,2017-11-23,E5,,crab-hex,Standard,19.4704446162,100000
winter,one,2017-11-23,E5,,shanny-fam,Standard,19.6713843691,100000
winter,one,2017-11-23,E6,,crab-hex,Standard,25.638629798,1000
winter,one,2017-11-23,E6,,shanny-fam,Standard,25.8951703993,1000
winter,one,2017-11-23,E7,,crab-hex,Standard,31.7515895666,10
winter,one,2017-11-23,E7,,shanny-fam,Standard,32.9787932847,10
winter,one,2017-11-23,E8,,crab-hex,NTC,,
winter,one,2017-11-23,E8,,shanny-fam,NTC,,
winter,one,2017-11-23,F1,192h-T2,crab-hex,Unknown,,
winter,one,2017-11-23,F1,192h-T2,shanny-fam,Unknown,,
winter,one,2017-11-23,F2,192h-T4,crab-hex,Unknown,32.3840680477,6.215842751
winter,one,2017-11-23,F2,192h-T4,shanny-fam,Unknown,28.8786517361,109.3472162598
winter,one,2017-11-23,F3,192h-T6,crab-hex,Unknown,,
winter,one,2017-11-23,F3,192h-T6,shanny-fam,Unknown,33.4790784044,3.8372709739
winter,one,2017-11-23,F4,192h-T8,crab-hex,Unknown,33.4608010586,2.8080465
winter,one,2017-11-23,F4,192h-T8,shanny-fam,Unknown,33.2847167376,4.4206398538
winter,one,2017-11-23,F5,,crab-hex,Standard,19.3736987363,100000
winter,one,2017-11-23,F5,,shanny-fam,Standard,19.7305556196,100000
winter,one,2017-11-23,F6,,crab-hex,Standard,25.8248254813,1000
winter,one,2017-11-23,F6,,shanny-fam,Standard,25.7613431377,1000
winter,one,2017-11-23,F7,,crab-hex,Standard,31.72915183,10
winter,one,2017-11-23,F7,,shanny-fam,Standard,32.2366947715,10
winter,one,2017-11-23,F8,,crab-hex,NTC,,
winter,one,2017-11-23,F8,,shanny-fam,NTC,,
winter,two,2017-11-23,A1,192h-T9,crab-hex,Unknown,31.2162044652,15.3107889577
winter,two,2017-11-23,A1,192h-T9,shanny-fam,Unknown,28.725122381,121.6961309163
winter,two,2017-11-23,A2,192h-T11,crab-hex,Unknown,,
winter,two,2017-11-23,A2,192h-T11,shanny-fam,Unknown,,
winter,two,2017-11-23,A3,192h-T13,crab-hex,Unknown,,
winter,two,2017-11-23,A3,192h-T13,shanny-fam,Unknown,34.6231971268,1.8627254689
winter,two,2017-11-23,A4,192h-T15,crab-hex,Unknown,31.3441390573,13.9322561919
winter,two,2017-11-23,A4,192h-T15,shanny-fam,Unknown,29.9030277022,52.817437119
winter,two,2017-11-23,A5,,crab-hex,Standard,16.2253950959,1000000
winter,two,2017-11-23,A5,,shanny-fam,Standard,15.8946227917,1000000
winter,two,2017-11-23,A6,,crab-hex,Standard,22.2875535213,10000
winter,two,2017-11-23,A6,,shanny-fam,Standard,22.1963758992,10000
winter,two,2017-11-23,A7,,crab-hex,Standard,28.8000082114,100
winter,two,2017-11-23,A7,,shanny-fam,Standard,28.9006166382,100
winter,two,2017-11-23,A8,,crab-hex,Standard,34.5616707372,1
winter,two,2017-11-23,A8,,shanny-fam,Standard,,1
winter,two,2017-11-23,B1,192h-T9,crab-hex,Unknown,31.0433182262,17.3928692976
winter,two,2017-11-23,B1,192h-T9,shanny-fam,Unknown,28.6469776593,128.6251067756
winter,two,2017-11-23,B2,192h-T11,crab-hex,Unknown,,
winter,two,2017-11-23,B2,192h-T11,shanny-fam,Unknown,34.7631059864,1.6869103774
winter,two,2017-11-23,B3,192h-T13,crab-hex,Unknown,,
winter,two,2017-11-23,B3,192h-T13,shanny-fam,Unknown,,
winter,two,2017-11-23,B4,192h-T15,crab-hex,Unknown,32.101746346,7.9683375253
winter,two,2017-11-23,B4,192h-T15,shanny-fam,Unknown,29.9261398892,51.9594525151
winter,two,2017-11-23,B5,,crab-hex,Standard,16.0756925878,1000000
winter,two,2017-11-23,B5,,shanny-fam,Standard,16.2020764554,1000000
winter,two,2017-11-23,B6,,crab-hex,Standard,22.3978385556,10000
winter,two,2017-11-23,B6,,shanny-fam,Standard,22.3834234531,10000
winter,two,2017-11-23,B7,,crab-hex,Standard,28.8869807196,100
winter,two,2017-11-23,B7,,shanny-fam,Standard,29.1167747585,100
winter,two,2017-11-23,B8,,crab-hex,Standard,,1
winter,two,2017-11-23,B8,,shanny-fam,Standard,35.8591674175,1
winter,two,2017-11-23,C1,192h-T9,crab-hex,Unknown,31.9165288918,9.1346296618
winter,two,2017-11-23,C1,192h-T9,shanny-fam,Unknown,29.258361147,83.4013259291
winter,two,2017-11-23,C2,192h-T11,crab-hex,Unknown,,
winter,two,2017-11-23,C2,192h-T11,shanny-fam,Unknown,,
winter,two,2017-11-23,C3,192h-T13,crab-hex,Unknown,35.0917622688,0.8784089238
winter,two,2017-11-23,C3,192h-T13,shanny-fam,Unknown,,
winter,two,2017-11-23,C4,192h-T15,crab-hex,Unknown,32.5271097877,5.8227512624
winter,two,2017-11-23,C4,192h-T15,shanny-fam,Unknown,30.4248638536,36.4907386079
winter,two,2017-11-23,C5,,crab-hex,Standard,15.8797949016,1000000
winter,two,2017-11-23,C5,,shanny-fam,Standard,16.0215631035,1000000
winter,two,2017-11-23,C6,,crab-hex,Standard,22.3273896883,10000
winter,two,2017-11-23,C6,,shanny-fam,Standard,22.4202039095,10000
winter,two,2017-11-23,C7,,crab-hex,Standard,28.6579241885,100
winter,two,2017-11-23,C7,,shanny-fam,Standard,29.1232470726,100
winter,two,2017-11-23,C8,,crab-hex,Standard,,1
winter,two,2017-11-23,C8,,shanny-fam,Standard,35.7420549943,1
winter,two,2017-11-23,D1,192h-T10,crab-hex,Unknown,32.6832159099,5.1895424869
winter,two,2017-11-23,D1,192h-T10,shanny-fam,Unknown,28.8207058795,113.7263297539
winter,two,2017-11-23,D2,192h-T12,crab-hex,Unknown,34.0115419732,1.9484086897
winter,two,2017-11-23,D2,192h-T12,shanny-fam,Unknown,33.057325452,5.649950506
winter,two,2017-11-23,D3,192h-T14,crab-hex,Unknown,,
winter,two,2017-11-23,D3,192h-T14,shanny-fam,Unknown,,
winter,two,2017-11-23,D4,192h-T16,crab-hex,Unknown,,
winter,two,2017-11-23,D4,192h-T16,shanny-fam,Unknown,33.7775292926,3.3915831682
winter,two,2017-11-23,D5,,crab-hex,Standard,19.2077174896,100000
winter,two,2017-11-23,D5,,shanny-fam,Standard,19.3507451333,100000
winter,two,2017-11-23,D6,,crab-hex,Standard,25.47554372,1000
winter,two,2017-11-23,D6,,shanny-fam,Standard,25.6245445918,1000
winter,two,2017-11-23,D7,,crab-hex,Standard,32.2153071172,10
winter,two,2017-11-23,D7,,shanny-fam,Standard,32.2406456795,10
winter,two,2017-11-23,D8,,crab-hex,NTC,,
winter,two,2017-11-23,D8,,shanny-fam,NTC,,
winter,two,2017-11-23,E1,192h-T10,crab-hex,Unknown,31.9100686284,9.1782545847
winter,two,2017-11-23,E1,192h-T10,shanny-fam,Unknown,29.1996940306,86.9416172857
winter,two,2017-11-23,E2,192h-T12,crab-hex,Unknown,34.3169668494,1.5554485435
winter,two,2017-11-23,E2,192h-T12,shanny-fam,Unknown,,
winter,two,2017-11-23,E3,192h-T14,crab-hex,Unknown,,
winter,two,2017-11-23,E3,192h-T14,shanny-fam,Unknown,,
winter,two,2017-11-23,E4,192h-T16,crab-hex,Unknown,,
winter,two,2017-11-23,E4,192h-T16,shanny-fam,Unknown,34.1318197792,2.6385774678
winter,two,2017-11-23,E5,,crab-hex,Standard,19.5578319128,100000
winter,two,2017-11-23,E5,,shanny-fam,Standard,19.4400545345,100000
winter,two,2017-11-23,E6,,crab-hex,Standard,25.6820704245,1000
winter,two,2017-11-23,E6,,shanny-fam,Standard,25.9708187384,1000
winter,two,2017-11-23,E7,,crab-hex,Standard,31.1625183802,10
winter,two,2017-11-23,E7,,shanny-fam,Standard,32.6416198892,10
winter,two,2017-11-23,E8,,crab-hex,NTC,,
winter,two,2017-11-23,E8,,shanny-fam,NTC,,
winter,two,2017-11-23,F1,192h-T10,crab-hex,Unknown,31.4070109398,13.30099843
winter,two,2017-11-23,F1,192h-T10,shanny-fam,Unknown,29.1913044895,87.4600234416
winter,two,2017-11-23,F2,192h-T12,crab-hex,Unknown,33.9636432219,2.0184664231
winter,two,2017-11-23,F2,192h-T12,shanny-fam,Unknown,33.1283655032,5.372570497
winter,two,2017-11-23,F3,192h-T14,crab-hex,Unknown,,
winter,two,2017-11-23,F3,192h-T14,shanny-fam,Unknown,,
winter,two,2017-11-23,F4,192h-T16,crab-hex,Unknown,34.9536749199,0.9725785339
winter,two,2017-11-23,F4,192h-T16,shanny-fam,Unknown,,
winter,two,2017-11-23,F5,,crab-hex,Standard,19.5578557051,100000
winter,two,2017-11-23,F5,,shanny-fam,Standard,19.3815417902,100000
winter,two,2017-11-23,F6,,crab-hex,Standard,25.6557051835,1000
winter,two,2017-11-23,F6,,shanny-fam,Standard,25.5795540013,1000
winter,two,2017-11-23,F7,,crab-hex,Standard,32.0917361292,10
winter,two,2017-11-23,F7,,shanny-fam,Standard,31.2185484603,10
winter,two,2017-11-23,F8,,crab-hex,NTC,,
winter,two,2017-11-23,F8,,shanny-fam,NTC,,
